# Odd number information

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,      base3,           base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 3409,   11200021,    110101010001,   48,   (213 4),  (1705 1), 1,  4,  0,  10,  3,   9,   {7 487}
 3411,   11200100,    110101010011,   48,  (1705 1),   (853 2), 0,  1,  2,  1,   5,   11,  {3 379}
 3413,   11200102,    110101010101,    2,   (853 2),  (1707 1), 2,  3,  4,  3,   7,   13,  {3413}
 3415,   11200111,    110101010111,   53,  (1707 1),   (427 3), 1,  0,  6,  5,   9,   15,  {5 683}
 3417,   11200120,    110101011001,   17,   (427 3),  (1709 1), 0,  2,  1,  7,   11,  0,   {3 17 67}
 3419,   11200122,    110101011011,   53,  (1709 1),   (855 2), 2,  4,  3,  9,   0,   2,   {13 263}
 3421,   11200201,    110101011101,   17,   (855 2),  (1711 1), 1,  1,  5,  0,   2,   4,   {11 311}
 3423,   11200210,    110101011111,   53,  (1711 1),   (107 5), 0,  3,  0,  2,   4,   6,   {3 7 163}
 3425,   11200212,    110101100001,   17,   (107 5),  (1713 1), 2,  0,  2,  4,   6,   8,   {5 137}
 3427,   11200221,    110101100011,    7,  (1713 1),   (857 2), 1,  2,  4,  6,   8,   10,  {23 149}
 3429,   11201000,    110101100101,    7,   (857 2),  (1715 1), 0,  4,  6,  8,   10,  12,  {3 127}
 3431,   11201002,    110101100111,   41,  (1715 1),   (429 3), 2,  1,  1,  10,  12,  14,  {47 73}
 3433,   11201011,    110101101001,   53,   (429 3),  (1717 1), 1,  3,  3,  1,   1,   16,  {3433}
 3435,   11201020,    110101101011,   53,  (1717 1),   (859 2), 0,  0,  5,  3,   3,   1,   {3 5 229}
 3437,   11201022,    110101101101,   53,   (859 2),  (1719 1), 2,  2,  0,  5,   5,   3,   {7 491}
 3439,   11201101,    110101101111,   53,  (1719 1),   (215 4), 1,  4,  2,  7,   7,   5,   {19 181}
 3441,   11201110,    110101110001,   36,   (215 4),  (1721 1), 0,  1,  4,  9,   9,   7,   {3 31 37}
 3443,   11201112,    110101110011,   17,  (1721 1),   (861 2), 2,  3,  6,  0,   11,  9,   {11 313}
 3445,   11201121,    110101110101,   36,   (861 2),  (1723 1), 1,  0,  1,  2,   0,   11,  {5 13 53}
 3447,   11201200,    110101110111,   17,  (1723 1),   (431 3), 0,  2,  3,  4,   2,   13,  {3 383}
 3449,   11201202,    110101111001,   53,   (431 3),  (1725 1), 2,  4,  5,  6,   4,   15,  {3449}
 3451,   11201211,    110101111011,   17,  (1725 1),   (863 2), 1,  1,  0,  8,   6,   0,   {7 17 29}
 3453,   11201220,    110101111101,   12,   (863 2),  (1727 1), 0,  3,  2,  10,  8,   2,   {3 1151}
 3455,   11201222,    110101111111,   17,  (1727 1),    (27 7), 2,  0,  4,  1,   10,  4,   {5 691}
 3457,   11202001,    110110000001,   12,    (27 7),  (1729 1), 1,  2,  6,  3,   12,  6,   {3457}
 3459,   11202010,    110110000011,   36,  (1729 1),   (865 2), 0,  4,  1,  5,   1,   8,   {3 1153}
 3461,   11202012,    110110000101,   53,   (865 2),  (1731 1), 2,  1,  3,  7,   3,   10,  {3461}
 3463,   11202021,    110110000111,   36,  (1731 1),   (433 3), 1,  3,  5,  9,   5,   12,  {3463}
 3465,   11202100,    110110001001,   53,   (433 3),  (1733 1), 0,  0,  0,  0,   7,   14,  {3 5 7 11}
 3467,   11202102,    110110001011,   53,  (1733 1),   (867 2), 2,  2,  2,  2,   9,   16,  {3467}
 3469,   11202111,    110110001101,    7,   (867 2),  (1735 1), 1,  4,  4,  4,   11,  1,   {3469}
 3471,   11202120,    110110001111,   36,  (1735 1),   (217 4), 0,  1,  6,  6,   0,   3,   {3 13 89}
 3473,   11202122,    110110010001,   36,   (217 4),  (1737 1), 2,  3,  1,  8,   2,   5,   {23 151}
 3475,   11202201,    110110010011,   36,  (1737 1),   (869 2), 1,  0,  3,  10,  4,   7,   {5 139}
 3477,   11202210,    110110010101,    7,   (869 2),  (1739 1), 0,  2,  5,  1,   6,   9,   {3 19 61}
 3479,   11202212,    110110010111,   17,  (1739 1),   (435 3), 2,  4,  0,  3,   8,   11,  {7 71}
 3481,   11202221,    110110011001,   17,   (435 3),  (1741 1), 1,  1,  2,  5,   10,  13,  {59}
 3483,   11210000,    110110011011,   29,  (1741 1),   (871 2), 0,  3,  4,  7,   12,  15,  {3 43}
 3485,   11210002,    110110011101,   65,   (871 2),  (1743 1), 2,  0,  6,  9,   1,   0,   {5 17 41}
 3487,   11210011,    110110011111,   46,  (1743 1),   (109 5), 1,  2,  1,  0,   3,   2,   {11 317}
 3489,   11210020,    110110100001,   29,   (109 5),  (1745 1), 0,  4,  3,  2,   5,   4,   {3 1163}
 3491,   11210022,    110110100011,   53,  (1745 1),   (873 2), 2,  1,  5,  4,   7,   6,   {3491}
 3493,   11210101,    110110100101,   53,   (873 2),  (1747 1), 1,  3,  0,  6,   9,   8,   {7 499}
 3495,   11210110,    110110100111,   17,  (1747 1),   (437 3), 0,  0,  2,  8,   11,  10,  {3 5 233}
 3497,   11210112,    110110101001,   36,   (437 3),  (1749 1), 2,  2,  4,  10,  0,   12,  {13 269}
 3499,   11210121,    110110101011,   46,  (1749 1),   (875 2), 1,  4,  6,  1,   2,   14,  {3499}
 3501,   11210200,    110110101101,    7,   (875 2),  (1751 1), 0,  1,  1,  3,   4,   16,  {3 389}
 3503,   11210202,    110110101111,   29,  (1751 1),   (219 4), 2,  3,  3,  5,   6,   1,   {31 113}
 3505,   11210211,    110110110001,   17,   (219 4),  (1753 1), 1,  0,  5,  7,   8,   3,   {5 701}
 3507,   11210220,    110110110011,   17,  (1753 1),   (877 2), 0,  2,  0,  9,   10,  5,   {3 7 167}
 3509,   11210222,    110110110101,   17,   (877 2),  (1755 1), 2,  4,  2,  0,   12,  7,   {11 29}
 3511,   11211001,    110110110111,   12,  (1755 1),   (439 3), 1,  1,  4,  2,   1,   9,   {3511}
 3513,   11211010,    110110111001,   17,   (439 3),  (1757 1), 0,  3,  6,  4,   3,   11,  {3 1171}
 3515,   11211012,    110110111011,   53,  (1757 1),   (879 2), 2,  0,  1,  6,   5,   13,  {5 19 37}
 3517,   11211021,    110110111101,   53,   (879 2),  (1759 1), 1,  2,  3,  8,   7,   15,  {3517}
 3519,   11211100,    110110111111,   26,  (1759 1),    (55 6), 0,  4,  5,  10,  9,   0,   {3 17 23}
 3521,   11211102,    110111000001,   36,    (55 6),  (1761 1), 2,  1,  0,  1,   11,  2,   {7 503}
 3523,   11211111,    110111000011,   36,  (1761 1),   (881 2), 1,  3,  2,  3,   0,   4,   {13 271}
 3525,   11211120,    110111000101,   41,   (881 2),  (1763 1), 0,  0,  4,  5,   2,   6,   {3 5 47}
 3527,   11211122,    110111000111,   17,  (1763 1),   (441 3), 2,  2,  6,  7,   4,   8,   {3527}
 3529,   11211201,    110111001001,   17,   (441 3),  (1765 1), 1,  4,  1,  9,   6,   10,  {3529}
 3531,   11211210,    110111001011,   34,  (1765 1),   (883 2), 0,  1,  3,  0,   8,   12,  {3 11 107}
 3533,   11211212,    110111001101,    7,   (883 2),  (1767 1), 2,  3,  5,  2,   10,  14,  {3533}
 3535,   11211221,    110111001111,   53,  (1767 1),   (221 4), 1,  0,  0,  4,   12,  16,  {5 7 101}
 3537,   11212000,    110111010001,    7,   (221 4),  (1769 1), 0,  2,  2,  6,   1,   1,   {3 131}
 3539,   11212002,    110111010011,   17,  (1769 1),   (885 2), 2,  4,  4,  8,   3,   3,   {3539}
 3541,   11212011,    110111010101,   41,   (885 2),  (1771 1), 1,  1,  6,  10,  5,   5,   {3541}
 3543,   11212020,    110111010111,   17,  (1771 1),   (443 3), 0,  3,  1,  1,   7,   7,   {3 1181}
 3545,   11212022,    110111011001,   17,   (443 3),  (1773 1), 2,  0,  3,  3,   9,   9,   {5 709}
 3547,   11212101,    110111011011,   17,  (1773 1),   (887 2), 1,  2,  5,  5,   11,  11,  {3547}
 3549,   11212110,    110111011101,   17,   (887 2),  (1775 1), 0,  4,  0,  7,   0,   13,  {3 7 13}
 3551,   11212112,    110111011111,   29,  (1775 1),   (111 5), 2,  1,  2,  9,   2,   15,  {53 67}
 3553,   11212121,    110111100001,   17,   (111 5),  (1777 1), 1,  3,  4,  0,   4,   0,   {11 17 19}
 3555,   11212200,    110111100011,   41,  (1777 1),   (889 2), 0,  0,  6,  2,   6,   2,   {3 5 79}
 3557,   11212202,    110111100101,   53,   (889 2),  (1779 1), 2,  2,  1,  4,   8,   4,   {3557}
 3559,   11212211,    110111100111,   14,  (1779 1),   (445 3), 1,  4,  3,  6,   10,  6,   {3559}
 3561,   11212220,    110111101001,   14,   (445 3),  (1781 1), 0,  1,  5,  8,   12,  8,   {3 1187}
 3563,   11212222,    110111101011,   58,  (1781 1),   (891 2), 2,  3,  0,  10,  1,   10,  {7 509}
 3565,   11220001,    110111101101,   14,   (891 2),  (1783 1), 1,  0,  2,  1,   3,   12,  {5 23 31}
 3567,   11220010,    110111101111,   70,  (1783 1),   (223 4), 0,  2,  4,  3,   5,   14,  {3 29 41}
 3569,   11220012,    110111110001,   24,   (223 4),  (1785 1), 2,  4,  6,  5,   7,   16,  {43 83}
 3571,   11220021,    110111110011,    7,  (1785 1),   (893 2), 1,  1,  1,  7,   9,   1,   {3571}
 3573,   11220100,    110111110101,   24,   (893 2),  (1787 1), 0,  3,  3,  9,   11,  3,   {3 397}
 3575,   11220102,    110111110111,   14,  (1787 1),   (447 3), 2,  0,  5,  0,   0,   5,   {5 11 13}
 3577,   11220111,    110111111001,   24,   (447 3),  (1789 1), 1,  2,  0,  2,   2,   7,   {7 73}
 3579,   11220120,    110111111011,   24,  (1789 1),   (895 2), 0,  4,  2,  4,   4,   9,   {3 1193}
 3581,   11220122,    110111111101,   34,   (895 2),  (1791 1), 2,  1,  4,  6,   6,   11,  {3581}
 3583,   11220201,    110111111111,   34,  (1791 1),     (7 9), 1,  3,  6,  8,   8,   13,  {3583}
 3585,   11220210,    111000000001,   24,     (7 9),  (1793 1), 0,  0,  1,  10,  10,  15,  {3 5 239}
 3587,   11220212,    111000000011,   41,  (1793 1),   (897 2), 2,  2,  3,  1,   12,  0,   {17 211}
 3589,   11220221,    111000000101,   22,   (897 2),  (1795 1), 1,  4,  5,  3,   1,   2,   {37 97}
 3591,   11221000,    111000000111,   53,  (1795 1),   (449 3), 0,  1,  0,  5,   3,   4,   {3 7 19}
 3593,   11221002,    111000001001,    7,   (449 3),  (1797 1), 2,  3,  2,  7,   5,   6,   {3593}
 3595,   11221011,    111000001011,   22,  (1797 1),   (899 2), 1,  0,  4,  9,   7,   8,   {5 719}
 3597,   11221020,    111000001101,   41,   (899 2),  (1799 1), 0,  2,  6,  0,   9,   10,  {3 11 109}
 3599,   11221022,    111000001111,   22,  (1799 1),   (225 4), 2,  4,  1,  2,   11,  12,  {59 61}
 3601,   11221101,    111000010001,   41,   (225 4),  (1801 1), 1,  1,  3,  4,   0,   14,  {13 277}
 3603,   11221110,    111000010011,   58,  (1801 1),   (901 2), 0,  3,  5,  6,   2,   16,  {3 1201}
 3605,   11221112,    111000010101,   17,   (901 2),  (1803 1), 2,  0,  0,  8,   4,   1,   {5 7 103}
 3607,   11221121,    111000010111,   12,  (1803 1),   (451 3), 1,  2,  2,  10,  6,   3,   {3607}
 3609,   11221200,    111000011001,   12,   (451 3),  (1805 1), 0,  4,  4,  1,   8,   5,   {3 401}
 3611,   11221202,    111000011011,   22,  (1805 1),   (903 2), 2,  1,  6,  3,   10,  7,   {23 157}
 3613,   11221211,    111000011101,   41,   (903 2),  (1807 1), 1,  3,  1,  5,   12,  9,   {3613}
 3615,   11221220,    111000011111,   22,  (1807 1),   (113 5), 0,  0,  3,  7,   1,   11,  {3 5 241}
 3617,   11221222,    111000100001,   58,   (113 5),  (1809 1), 2,  2,  5,  9,   3,   13,  {3617}
 3619,   11222001,    111000100011,   17,  (1809 1),   (905 2), 1,  4,  0,  0,   5,   15,  {7 11 47}
 3621,   11222010,    111000100101,   22,   (905 2),  (1811 1), 0,  1,  2,  2,   7,   0,   {3 17 71}
 3623,   11222012,    111000100111,   41,  (1811 1),   (453 3), 2,  3,  4,  4,   9,   2,   {3623}
 3625,   11222021,    111000101001,   22,   (453 3),  (1813 1), 1,  0,  6,  6,   11,  4,   {5 29}
 3627,   11222100,    111000101011,   17,  (1813 1),   (907 2), 0,  2,  1,  8,   0,   6,   {3 13 31}
 3629,   11222102,    111000101101,   17,   (907 2),  (1815 1), 2,  4,  3,  10,  2,   8,   {19 191}
 3631,   11222111,    111000101111,   34,  (1815 1),   (227 4), 1,  1,  5,  1,   4,   10,  {3631}
 3633,   11222120,    111000110001,   22,   (227 4),  (1817 1), 0,  3,  0,  3,   6,   12,  {3 7 173}
 3635,   11222122,    111000110011,   22,  (1817 1),   (909 2), 2,  0,  2,  5,   8,   14,  {5 727}
 3637,   11222201,    111000110101,    2,   (909 2),  (1819 1), 1,  2,  4,  7,   10,  16,  {3637}
 3639,   11222210,    111000110111,   58,  (1819 1),   (455 3), 0,  4,  6,  9,   12,  1,   {3 1213}
 3641,   11222212,    111000111001,   41,   (455 3),  (1821 1), 2,  1,  1,  0,   1,   3,   {11 331}
 3643,   11222221,    111000111011,   58,  (1821 1),   (911 2), 1,  3,  3,  2,   3,   5,   {3643}
 3645,   12000000,    111000111101,   12,   (911 2),  (1823 1), 0,  0,  5,  4,   5,   7,   {3 5}
 3647,   12000002,    111000111111,   58,  (1823 1),    (57 6), 2,  2,  0,  6,   7,   9,   {7 521}
 3649,   12000011,    111001000001,   12,    (57 6),  (1825 1), 1,  4,  2,  8,   9,   11,  {41 89}
 3651,   12000020,    111001000011,   12,  (1825 1),   (913 2), 0,  1,  4,  10,  11,  13,  {3 1217}
 3653,   12000022,    111001000101,   46,   (913 2),  (1827 1), 2,  3,  6,  1,   0,   15,  {13 281}
 3655,   12000101,    111001000111,   41,  (1827 1),   (457 3), 1,  0,  1,  3,   2,   0,   {5 17 43}
 3657,   12000110,    111001001001,   41,   (457 3),  (1829 1), 0,  2,  3,  5,   4,   2,   {3 23 53}
 3659,   12000112,    111001001011,   46,  (1829 1),   (915 2), 2,  4,  5,  7,   6,   4,   {3659}
 3661,   12000121,    111001001101,   46,   (915 2),  (1831 1), 1,  1,  0,  9,   8,   6,   {7 523}
 3663,   12000200,    111001001111,   22,  (1831 1),   (229 4), 0,  3,  2,  0,   10,  8,   {3 11 37}
 3665,   12000202,    111001010001,   12,   (229 4),  (1833 1), 2,  0,  4,  2,   12,  10,  {5 733}
 3667,   12000211,    111001010011,   12,  (1833 1),   (917 2), 1,  2,  6,  4,   1,   12,  {19 193}
 3669,   12000220,    111001010101,   10,   (917 2),  (1835 1), 0,  4,  1,  6,   3,   14,  {3 1223}
 3671,   12000222,    111001010111,   46,  (1835 1),   (459 3), 2,  1,  3,  8,   5,   16,  {3671}
 3673,   12001001,    111001011001,   58,   (459 3),  (1837 1), 1,  3,  5,  10,  7,   1,   {3673}
 3675,   12001010,    111001011011,   34,  (1837 1),   (919 2), 0,  0,  0,  1,   9,   3,   {3 5 7}
 3677,   12001012,    111001011101,   46,   (919 2),  (1839 1), 2,  2,  2,  3,   11,  5,   {3677}
 3679,   12001021,    111001011111,   58,  (1839 1),   (115 5), 1,  4,  4,  5,   0,   7,   {13 283}
 3681,   12001100,    111001100001,   46,   (115 5),  (1841 1), 0,  1,  6,  7,   2,   9,   {3 409}
 3683,   12001102,    111001100011,   46,  (1841 1),   (921 2), 2,  3,  1,  9,   4,   11,  {29 127}
 3685,   12001111,    111001100101,   46,   (921 2),  (1843 1), 1,  0,  3,  0,   6,   13,  {5 11 67}
 3687,   12001120,    111001100111,   12,  (1843 1),   (461 3), 0,  2,  5,  2,   8,   15,  {3 1229}
 3689,   12001122,    111001101001,   34,   (461 3),  (1845 1), 2,  4,  0,  4,   10,  0,   {7 17 31}
 3691,   12001201,    111001101011,   22,  (1845 1),   (923 2), 1,  1,  2,  6,   12,  2,   {3691}
 3693,   12001210,    111001101101,   22,   (923 2),  (1847 1), 0,  3,  4,  8,   1,   4,   {3 1231}
 3695,   12001212,    111001101111,   75,  (1847 1),   (231 4), 2,  0,  6,  10,  3,   6,   {5 739}
 3697,   12001221,    111001110001,   10,   (231 4),  (1849 1), 1,  2,  1,  1,   5,   8,   {3697}
 3699,   12002000,    111001110011,   22,  (1849 1),   (925 2), 0,  4,  3,  3,   7,   10,  {3 137}
 3701,   12002002,    111001110101,   46,   (925 2),  (1851 1), 2,  1,  5,  5,   9,   12,  {3701}
 3703,   12002011,    111001110111,   46,  (1851 1),   (463 3), 1,  3,  0,  7,   11,  14,  {7 23}
 3705,   12002020,    111001111001,   58,   (463 3),  (1853 1), 0,  0,  2,  9,   0,   16,  {3 5 13 19}
 3707,   12002022,    111001111011,   46,  (1853 1),   (927 2), 2,  2,  4,  0,   2,   1,   {11 337}
 3709,   12002101,    111001111101,   41,   (927 2),  (1855 1), 1,  4,  6,  2,   4,   3,   {3709}
 3711,   12002110,    111001111111,   87,  (1855 1),    (29 7), 0,  1,  1,  4,   6,   5,   {3 1237}
 3713,   12002112,    111010000001,   22,    (29 7),  (1857 1), 2,  3,  3,  6,   8,   7,   {47 79}
 3715,   12002121,    111010000011,   10,  (1857 1),   (929 2), 1,  0,  5,  8,   10,  9,   {5 743}
 3717,   12002200,    111010000101,   46,   (929 2),  (1859 1), 0,  2,  0,  10,  12,  11,  {3 7 59}
 3719,   12002202,    111010000111,   12,  (1859 1),   (465 3), 2,  4,  2,  1,   1,   13,  {3719}
 3721,   12002211,    111010001001,   22,   (465 3),  (1861 1), 1,  1,  4,  3,   3,   15,  {61}
 3723,   12002220,    111010001011,   46,  (1861 1),   (931 2), 0,  3,  6,  5,   5,   0,   {3 17 73}
 3725,   12002222,    111010001101,   10,   (931 2),  (1863 1), 2,  0,  1,  7,   7,   2,   {5 149}
 3727,   12010001,    111010001111,   22,  (1863 1),   (233 4), 1,  2,  3,  9,   9,   4,   {3727}
 3729,   12010010,    111010010001,   22,   (233 4),  (1865 1), 0,  4,  5,  0,   11,  6,   {3 11 113}
 3731,   12010012,    111010010011,   22,  (1865 1),   (933 2), 2,  1,  0,  2,   0,   8,   {7 13 41}
 3733,   12010021,    111010010101,   29,   (933 2),  (1867 1), 1,  3,  2,  4,   2,   10,  {3733}
 3735,   12010100,    111010010111,   10,  (1867 1),   (467 3), 0,  0,  4,  6,   4,   12,  {3 5 83}
 3737,   12010102,    111010011001,   34,   (467 3),  (1869 1), 2,  2,  6,  8,   6,   14,  {37 101}
 3739,   12010111,    111010011011,   39,  (1869 1),   (935 2), 1,  4,  1,  10,  8,   16,  {3739}
 3741,   12010120,    111010011101,   46,   (935 2),  (1871 1), 0,  1,  3,  1,   10,  1,   {3 29 43}
 3743,   12010122,    111010011111,   22,  (1871 1),   (117 5), 2,  3,  5,  3,   12,  3,   {19 197}
 3745,   12010201,    111010100001,   58,   (117 5),  (1873 1), 1,  0,  0,  5,   1,   5,   {5 7 107}
 3747,   12010210,    111010100011,   29,  (1873 1),   (937 2), 0,  2,  2,  7,   3,   7,   {3 1249}
 3749,   12010212,    111010100101,   63,   (937 2),  (1875 1), 2,  4,  4,  9,   5,   9,   {23 163}
 3751,   12010221,    111010100111,   19,  (1875 1),   (469 3), 1,  1,  6,  0,   7,   11,  {11 31}
 3753,   12011000,    111010101001,   58,   (469 3),  (1877 1), 0,  3,  1,  2,   9,   13,  {3 139}
 3755,   12011002,    111010101011,   19,  (1877 1),   (939 2), 2,  0,  3,  4,   11,  15,  {5 751}
 3757,   12011011,    111010101101,   29,   (939 2),  (1879 1), 1,  2,  5,  6,   0,   0,   {13 17}
 3759,   12011020,    111010101111,   29,  (1879 1),   (235 4), 0,  4,  0,  8,   2,   2,   {3 7 179}
 3761,   12011022,    111010110001,   10,   (235 4),  (1881 1), 2,  1,  2,  10,  4,   4,   {3761}
 3763,   12011101,    111010110011,   10,  (1881 1),   (941 2), 1,  3,  4,  1,   6,   6,   {53 71}
 3765,   12011110,    111010110101,   46,   (941 2),  (1883 1), 0,  0,  6,  3,   8,   8,   {3 5 251}
 3767,   12011112,    111010110111,   29,  (1883 1),   (471 3), 2,  2,  1,  5,   10,  10,  {3767}
 3769,   12011121,    111010111001,   39,   (471 3),  (1885 1), 1,  4,  3,  7,   12,  12,  {3769}
 3771,   12011200,    111010111011,   39,  (1885 1),   (943 2), 0,  1,  5,  9,   1,   14,  {3 419}
 3773,   12011202,    111010111101,   10,   (943 2),  (1887 1), 2,  3,  0,  0,   3,   16,  {7 11}
 3775,   12011211,    111010111111,   29,  (1887 1),    (59 6), 1,  0,  2,  2,   5,   1,   {5 151}
 3777,   12011220,    111011000001,   46,    (59 6),  (1889 1), 0,  2,  4,  4,   7,   3,   {3 1259}
 3779,   12011222,    111011000011,   27,  (1889 1),   (945 2), 2,  4,  6,  6,   9,   5,   {3779}
 3781,   12012001,    111011000101,   10,   (945 2),  (1891 1), 1,  1,  1,  8,   11,  7,   {19 199}
 3783,   12012010,    111011000111,   46,  (1891 1),   (473 3), 0,  3,  3,  10,  0,   9,   {3 13 97}
 3785,   12012012,    111011001001,   46,   (473 3),  (1893 1), 2,  0,  5,  1,   2,   11,  {5 757}
 3787,   12012021,    111011001011,   27,  (1893 1),   (947 2), 1,  2,  0,  3,   4,   13,  {7 541}
 3789,   12012100,    111011001101,   10,   (947 2),  (1895 1), 0,  4,  2,  5,   6,   15,  {3 421}
 3791,   12012102,    111011001111,   63,  (1895 1),   (237 4), 2,  1,  4,  7,   8,   0,   {17 223}
 3793,   12012111,    111011010001,   22,   (237 4),  (1897 1), 1,  3,  6,  9,   10,  2,   {3793}
 3795,   12012120,    111011010011,   22,  (1897 1),   (949 2), 0,  0,  1,  0,   12,  4,   {3 5 11 23}
 3797,   12012122,    111011010101,   10,   (949 2),  (1899 1), 2,  2,  3,  2,   1,   6,   {3797}
 3799,   12012201,    111011010111,   22,  (1899 1),   (475 3), 1,  4,  5,  4,   3,   8,   {29 131}
 3801,   12012210,    111011011001,    7,   (475 3),  (1901 1), 0,  1,  0,  6,   5,   10,  {3 7 181}
 3803,   12012212,    111011011011,   27,  (1901 1),   (951 2), 2,  3,  2,  8,   7,   12,  {3803}
 3805,   12012221,    111011011101,    7,   (951 2),  (1903 1), 1,  0,  4,  10,  9,   14,  {5 761}
 3807,   12020000,    111011011111,   46,  (1903 1),   (119 5), 0,  2,  6,  1,   11,  16,  {3 47}
 3809,   12020002,    111011100001,   63,   (119 5),  (1905 1), 2,  4,  1,  3,   0,   1,   {13 293}
 3811,   12020011,    111011100011,   10,  (1905 1),   (953 2), 1,  1,  3,  5,   2,   3,   {37 103}
 3813,   12020020,    111011100101,    7,   (953 2),  (1907 1), 0,  3,  5,  7,   4,   5,   {3 31 41}
 3815,   12020022,    111011100111,   63,  (1907 1),   (477 3), 2,  0,  0,  9,   6,   7,   {5 7 109}
 3817,   12020101,    111011101001,   27,   (477 3),  (1909 1), 1,  2,  2,  0,   8,   9,   {11 347}
 3819,   12020110,    111011101011,    7,  (1909 1),   (955 2), 0,  4,  4,  2,   10,  11,  {3 19 67}
 3821,   12020112,    111011101101,    7,   (955 2),  (1911 1), 2,  1,  6,  4,   12,  13,  {3821}
 3823,   12020121,    111011101111,   63,  (1911 1),   (239 4), 1,  3,  1,  6,   1,   15,  {3823}
 3825,   12020200,    111011110001,   10,   (239 4),  (1913 1), 0,  0,  3,  8,   3,   0,   {3 5 17}
