# `n`           a positive integer
# `factorzig`   the prime factors of n, indented by distance from the nearest prime
# `hsum`        the harmonic sum, the sum of the reciprocals of the prime factors of n
# `pi`          the prime counting function π(n), the number of primes less than or equal to n
# `piest`       an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
# `riemannr`    the Riemann R function R(n)
# `riemannli`   the logarithmic integral Li(n)
# `cheby`       the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
# `chebypow`    the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
# `vonmangoldt` the von Mangoldt function of n, Λ(n)
# `numdiv`      the number of divisors of n, τ(n)
# `sumdiv`      the sum of divisors of n, σ(n)
# `eulertot`    the Euler totient of n, φ(n)
# `carmichael`  the Carmichael function of n, λ(n)
# `dedekind`    the Dedekind ψ(n) function
# `mob`         the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
# `numfacs`     the number of distinct prime factors of n, ω(n)
# `totfacs`     the total number of prime factors of n, counting multiplicity, Ω(n)
# `liouville`   the Liouville function of n, λ(n) = (-1)^Ω(n)
# `mertens`     the Mertens function M(n)
# `m*`          the prime residues of n modulo a set of primes
# `psym`        the symmetric primes at equal offsets around n
# `rad`         the radical of n, the product of its unique prime factors
# `mask`        the mask of prime factors (radical) of n, as a string

n,     factorzig,          hsum,     π,    π~,       R,        Li,       θ,        ψ,         Λ,      τ,   σ,     φ,     λ,     Dψ,    μ,   ω,  Ω,  λ,   M,    m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                                              rad,   mask
  620,  2²⋅5⋅31,            0.73226,  114,  114.186,  112.763,  120.765,  595.060,   649.926,  0.000,  12,  1344,   240,    60,  1152,   0,  3,  4,   1,   -5,  0,  2,  0,  4,   4,   9,   8,  12,  22,  11,   0, 21 27 33 57 63 99 141 153 177 189 201 219 …,         310, X X       X
  621,   3³⋅23,             0.37681,  114,  114.337,  112.914,  120.920,  595.060,   650.926,  0.000,   8,   960,   396,   198,   864,   0,  2,  4,   1,   -5,  1,  0,  1,  5,   5,  10,   9,  13,   0,  12,   1, 20 22 52 80 98 112 118 122 130 188 190 200 …,         69,  X      X
  622,    2⋅311,            0.50322,  114,  114.487,  113.066,  121.076,  595.060,   651.926,  0.000,   4,   936,   310,   310,   936,   1,  2,  2,   1,   -4,  0,  1,  2,  6,   6,  11,  10,  14,   1,  13,   2, 9 21 51 135 165 189 201 255 285 315 345 399 …,       622, X                                                              X
  623,     7⋅89,            0.15409,  114,  114.637,  113.217,  121.231,  595.060,   652.926,  0.000,   4,   720,   528,   264,   720,   1,  2,  2,   1,   -3,  1,  2,  3,  0,   7,  12,  11,  15,   2,  14,   3, 24 30 36 54 60 120 174 204 234 240 264 306 …,        623,    X                   X
  624,      2⁴⋅3⋅13,        0.91026,  114,  114.787,  113.368,  121.387,  595.060,   653.926,  0.000,  20,  1736,   192,    12,  1344,   0,  3,  6,   1,   -3,  0,  0,  4,  1,   8,   0,  12,  16,   3,  15,   4, 7 17 23 37 53 67 77 103 115 133 137 145 …,            78, XX   X
  625,       5⁴,            0.20000,  114,  114.937,  113.520,  121.542,  595.060,   656.536,  1.609,   5,   781,   500,   500,   750,   0,  1,  4,   1,   -3,  1,  1,  0,  2,   9,   1,  13,  17,   4,  16,   5, 6 18 48 84 102 126 162 186 204 228 252 258 …,          5,   X
  626,      2⋅313,          0.50319,  114,  115.087,  113.671,  121.697,  595.060,   657.536,  0.000,   4,   942,   312,   312,   941,   1,  2,  2,   1,   -2,  0,  2,  1,  3,  10,   2,  14,  18,   5,  17,   6, 27 33 57 117 135 147 183 195 237 315 345 357 …,      626, X                                                               X
  627,     3⋅11⋅19,         0.47687,  114,  115.237,  113.823,  121.853,  595.060,   658.536,  0.000,   8,   960,   360,    90,   959,  -1,  3,  3,  -1,   -3,  1,  0,  2,  4,   0,   3,  15,   0,   6,  18,   7, 14 20 26 34 50 56 64 106 124 160 170 184 …,          627,  X  X  X
  628,    2²⋅157,           0.50637,  114,  115.387,  113.974,  122.008,  595.060,   659.536,  0.000,   6,  1106,   312,   156,   947,   0,  2,  3,  -1,   -3,  0,  1,  3,  5,   1,   4,  16,   1,   7,  19,   8, 15 81 105 129 141 195 231 249 255 279 291 405 …,     314, X                                   X
  629,   17⋅37,             0.08585,  114,  115.537,  114.125,  122.163,  595.060,   660.536,  0.000,   4,   684,   576,   144,   683,   1,  2,  2,   1,   -2,  1,  2,  4,  6,   2,   5,   0,   2,   8,  20,   9, 12 30 72 168 180 198 210 228 282 312 318 348 …,      629,       X    X
  630,  2⋅3²⋅5⋅7,           1.17619,  114,  115.687,  114.276,  122.318,  595.060,   661.536,  0.000,  24,  1872,   144,    12,  1727,   0,  4,  5,  -1,   -2,  0,  0,  0,  0,   3,   6,   1,   3,   9,  21,  10, 11 13 17 23 29 31 43 53 61 89 109 121 …,             210, XXXX
  631, 631,                 0.00158,  115,  115.837,  114.427,  122.473,  601.507,   668.983,  6.447,   2,   632,   630,   630,   632,  -1,  1,  1,  -1,   -3,  1,  1,  1,  1,   4,   7,   2,   4,  10,  22,  11, 12 30 60 108 192 198 222 252 360 390 402 408 …,      631,                                                                                                                   X
  632,  2³⋅79,              0.51266,  115,  115.987,  114.579,  122.629,  601.507,   663.536,  0.000,   8,  1200,   312,    78,   960,   0,  2,  4,   1,   -3,  0,  2,  2,  2,   5,   8,   3,   5,  11,  23,  12, 15 45 69 111 129 141 165 189 231 249 279 315 …,      158, X                    X
  633,   3⋅211,             0.33807,  115,  116.137,  114.730,  122.784,  601.507,   664.536,  0.000,   4,   848,   420,   210,   848,   1,  2,  2,   1,   -2,  1,  0,  3,  3,   6,   9,   4,   6,  12,  24,  13, 14 20 26 40 76 86 110 124 154 176 190 194 …,         633,  X                                            X
  634,    2⋅317,            0.50315,  115,  116.287,  114.881,  122.939,  601.507,   665.536,  0.000,   4,   954,   316,   316,   954,   1,  2,  2,   1,   -1,  0,  1,  4,  4,   7,  10,   5,   7,  13,  25,  14, 27 57 93 135 177 195 225 285 303 357 363 405 …,      634, X                                                                X
  635,     5⋅127,           0.20787,  115,  116.436,  115.032,  123.094,  601.507,   666.536,  0.000,   4,   768,   504,   252,   768,   1,  2,  2,   1,    0,  1,  2,  0,  5,   8,  11,   6,   8,  14,  26,  15, 18 42 48 66 126 174 186 192 204 246 252 276 …,       635,   X                           X
  636,      2²⋅3⋅53,        0.85220,  115,  116.586,  115.183,  123.248,  601.507,   667.536,  0.000,  12,  1512,   208,    52,  1296,   0,  3,  4,   1,    0,  0,  0,  1,  6,   9,  12,   7,   9,  15,  27,  16, 5 17 23 37 65 73 115 133 137 173 175 187 …,          318, XX             X
  637,     7²⋅13,           0.21978,  115,  116.736,  115.334,  123.403,  601.507,   668.536,  0.000,   6,   798,   504,    84,   783,   0,  2,  3,  -1,    0,  1,  1,  2,  0,  10,   0,   8,  10,  16,  28,  17, 6 24 36 90 96 114 150 174 216 240 270 300 …,          91,    X X
  638,    2⋅11⋅29,          0.62539,  115,  116.885,  115.485,  123.558,  601.507,   669.536,  0.000,   8,  1080,   280,   140,  1080,  -1,  3,  3,  -1,   -1,  0,  2,  3,  1,   0,   1,   9,  11,  17,   0,  18, 21 39 45 81 135 159 171 189 219 249 291 345 …,       638, X   X    X
  639,   3²⋅71,             0.34742,  115,  117.035,  115.636,  123.713,  601.507,   670.536,  0.000,   6,   936,   420,   210,   864,   0,  2,  3,  -1,   -1,  1,  0,  4,  2,   1,   2,  10,  12,  18,   1,  19, 8 20 22 38 52 62 70 118 130 148 172 182 …,           213,  X                 X
  640,  2⁷⋅5,               0.70000,  115,  117.185,  115.787,  123.868,  601.507,   671.536,  0.000,  16,  1530,   256,    32,  1152,   0,  2,  8,   1,   -1,  0,  1,  0,  3,   2,   3,  11,  13,  19,   2,  20, 21 33 69 93 99 117 183 219 243 267 327 357 …,         10, X X
  641, 641,                 0.00156,  116,  117.334,  115.937,  124.023,  607.970,   678.999,  6.463,   2,   642,   640,   640,   642,  -1,  1,  1,  -1,   -2,  1,  2,  1,  4,   3,   4,  12,  14,  20,   3,  21, 42 78 120 132 180 198 222 240 288 330 372 378 …,     641,                                                                                                                    X
  642,  2⋅3⋅107,            0.84268,  116,  117.484,  116.088,  124.177,  607.970,   673.536,  0.000,   8,  1296,   212,   106,  1295,  -1,  3,  3,  -1,   -3,  0,  0,  2,  5,   4,   5,  13,  15,  21,   4,  22, 1 11 35 41 49 85 101 119 155 179 181 185 …,          642, XX                         X
  643, 643,                 0.00156,  117,  117.633,  116.239,  124.332,  614.436,   681.002,  6.466,   2,   644,   642,   642,   644,  -1,  1,  1,  -1,   -4,  1,  1,  3,  6,   5,   6,  14,  16,  22,   5,  23, 30 66 96 144 180 186 210 234 264 276 294 366 …,      643,                                                                                                                     X
  644,  2²⋅7⋅23,            0.68634,  117,  117.783,  116.390,  124.487,  614.436,   675.536,  0.000,  12,  1344,   264,    66,  1152,   0,  3,  4,   1,   -4,  0,  2,  4,  0,   6,   7,  15,  17,   0,   6,  24, 3 57 75 153 165 177 183 195 213 243 285 297 …,       322, X  X    X
  645,   3⋅5⋅43,            0.55659,  117,  117.932,  116.540,  124.641,  614.436,   676.536,  0.000,   8,  1056,   336,    84,  1056,  -1,  3,  3,  -1,   -5,  1,  0,  0,  1,   7,   8,  16,  18,   1,   7,  25, 2 14 28 32 38 46 74 82 88 98 124 142 …,              645,  XX          X
  646,  2⋅17⋅19,            0.61146,  117,  118.081,  116.691,  124.796,  614.436,   677.536,  0.000,   8,  1080,   288,   144,  1080,  -1,  3,  3,  -1,   -6,  0,  1,  1,  2,   8,   9,   0,   0,   2,   8,  26, 15 27 45 105 123 183 207 213 237 273 363 375 …,      646, X     XX
  647, 647,                 0.00155,  118,  118.231,  116.842,  124.950,  620.908,   685.008,  6.472,   2,   648,   646,   646,   648,  -1,  1,  1,  -1,   -7,  1,  2,  2,  3,   9,  10,   1,   1,   3,   9,  27, 6 30 54 126 180 216 264 294 300 330 336 366 …,       647,                                                                                                                      X
  648,  2³⋅3⁴,              0.83333,  118,  118.380,  116.992,  125.105,  620.908,   679.536,  0.000,  20,  1815,   216,    54,  1296,   0,  2,  7,  -1,   -7,  0,  0,  3,  4,  10,  11,   2,   2,   4,  10,  28, 5 29 35 61 71 79 85 91 125 139 149 161 …,              6, XX
  649,   11⋅59,             0.10786,  118,  118.529,  117.143,  125.259,  620.908,   680.536,  0.000,   4,   720,   580,   290,   719,   1,  2,  2,   1,   -6,  1,  1,  4,  5,   0,  12,   3,   3,   5,  11,  29, 42 78 102 108 162 210 228 270 318 342 372 420 …,     649,     X           X
  650,    2⋅5²⋅13,          0.77692,  118,  118.679,  117.294,  125.414,  620.908,   681.536,  0.000,  12,  1302,   240,    60,  1259,   0,  3,  4,   1,   -6,  0,  2,  0,  6,   1,   0,   4,   4,   6,  12,  30, 3 9 33 51 93 147 159 171 189 207 231 261 …,          130, X X  X
  651,   3⋅7⋅31,            0.50845,  118,  118.828,  117.444,  125.568,  620.908,   682.536,  0.000,   8,  1024,   360,    30,  1023,  -1,  3,  3,  -1,   -7,  1,  0,  1,  0,   2,   1,   5,   5,   7,  13,   0, 8 10 32 50 58 82 88 110 160 172 188 202 …,           651,  X X      X
  652,  2²⋅163,             0.50613,  118,  118.977,  117.595,  125.722,  620.908,   683.536,  0.000,   6,  1148,   324,   162,   984,   0,  2,  3,  -1,   -7,  0,  1,  2,  1,   3,   2,   6,   6,   8,  14,   1, 9 21 39 75 81 105 231 255 285 315 339 345 …,         326, X                                    X
  653, 653,                 0.00153,  119,  119.126,  117.745,  125.877,  627.390,   691.017,  6.482,   2,   654,   652,   652,   653,  -1,  1,  1,  -1,   -8,  1,  2,  3,  2,   4,   3,   7,   7,   9,  15,   2, 6 66 90 144 174 186 204 210 234 294 300 360 …,       653,                                                                                                                       X
  654,  2⋅3⋅109,            0.84251,  119,  119.275,  117.895,  126.031,  627.390,   685.536,  0.000,   8,  1320,   216,   108,  1320,  -1,  3,  3,  -1,   -9,  0,  0,  4,  3,   5,   4,   8,   8,  10,  16,   3, 7 23 37 47 55 85 97 107 133 155 167 175 …,           654, XX                          X
  655,   5⋅131,             0.20763,  119,  119.425,  118.046,  126.185,  627.390,   686.536,  0.000,   4,   792,   520,   260,   792,   1,  2,  2,   1,   -8,  1,  1,  0,  4,   6,   5,   9,   9,  11,  17,   4, 36 54 78 84 114 132 156 168 198 222 282 342 …,       655,   X                            X
  656,    2⁴⋅41,            0.52439,  119,  119.574,  118.196,  126.339,  627.390,   687.536,  0.000,  10,  1302,   320,    40,  1008,   0,  2,  5,  -1,   -8,  0,  2,  1,  5,   7,   6,  10,  10,  12,  18,   5, 3 63 87 153 165 207 225 255 273 297 363 375 …,        82, X           X
  657,   3²⋅73,             0.34703,  119,  119.723,  118.347,  126.493,  627.390,   688.536,  0.000,   6,   962,   432,    72,   888,   0,  2,  3,  -1,   -8,  1,  0,  2,  6,   8,   7,  11,  11,  13,  19,   6, 4 16 26 44 70 86 94 100 116 154 166 170 …,           219,  X                  X
  658,  2⋅7⋅47,             0.66413,  119,  119.872,  118.497,  126.648,  627.390,   689.536,  0.000,   8,  1152,   276,   138,  1151,  -1,  3,  3,  -1,   -9,  0,  1,  3,  0,   9,   8,  12,  12,  14,  20,   7, 15 51 81 111 171 195 201 219 225 249 261 279 …,      658, X  X          X
  659, 659,                 0.00152,  120,  120.021,  118.647,  126.802,  633.881,   697.026,  6.491,   2,   660,   658,   658,   660,  -1,  1,  1,  -1,  -10,  1,  2,  4,  1,  10,   9,  13,  13,  15,  21,   8, 18 42 60 102 138 150 168 180 198 228 270 312 …,      659,                                                                                                                        X
  660,  2²⋅3⋅5⋅11,          1.12424,  120,  120.170,  118.797,  126.956,  633.881,   691.536,  0.000,  24,  2016,   160,    20,  1727,   0,  4,  5,  -1,  -10,  0,  0,  0,  2,   0,  10,  14,  14,  16,  22,   9, 1 13 17 41 59 67 73 83 91 97 113 137 …,              330, XXX X
  661, 661,                 0.00151,  121,  120.318,  118.948,  127.110,  640.374,   699.030,  6.494,   2,   662,   660,   660,   662,  -1,  1,  1,  -1,  -11,  1,  1,  1,  3,   1,  11,  15,  15,  17,  23,  10, 30 48 90 162 198 222 330 348 378 390 432 462 …,      661,                                                                                                                         X
  662,  2⋅331,              0.50302,  121,  120.467,  119.098,  127.264,  640.374,   693.536,  0.000,   4,   996,   330,   330,   996,   1,  2,  2,   1,  -10,  0,  2,  2,  4,   2,  12,  16,  16,  18,  24,  11, 15 21 99 159 195 201 219 279 309 315 351 369 …,      662, X                                                                 X
  663,   3⋅13⋅17,           0.46908,  121,  120.616,  119.248,  127.418,  640.374,   694.536,  0.000,   8,  1008,   384,    48,  1007,  -1,  3,  3,  -1,  -11,  1,  0,  3,  5,   3,   0,   0,  17,  19,  25,  12, 10 20 46 56 64 70 76 94 106 160 164 176 …,           663,  X   XX
  664,    2³⋅83,            0.51205,  121,  120.765,  119.398,  127.572,  640.374,   695.536,  0.000,   8,  1260,   328,    82,  1007,   0,  2,  4,   1,  -11,  0,  1,  4,  6,   4,   1,   1,  18,  20,  26,  13, 45 63 87 93 123 165 243 255 327 333 357 387 …,       166, X                     X
  665,     5⋅7⋅19,          0.39549,  121,  120.914,  119.548,  127.725,  640.374,   696.536,  0.000,   8,   960,   432,    36,   959,  -1,  3,  3,  -1,  -12,  1,  2,  0,  0,   5,   2,   2,   0,  21,  27,  14, 12 18 78 96 108 144 156 162 174 198 216 222 …,       665,   XX   X
  666,      2⋅3²⋅37,        0.86036,  121,  121.063,  119.698,  127.879,  640.374,   697.536,  0.000,  12,  1482,   216,    36,  1368,   0,  3,  4,   1,  -12,  0,  0,  1,  1,   6,   3,   3,   1,  22,  28,  15, 7 25 35 53 67 73 95 103 143 145 157 163 …,           222, XX         X
  667,       23⋅29,         0.07796,  121,  121.211,  119.848,  128.033,  640.374,   698.536,  0.000,   4,   720,   616,   308,   720,   1,  2,  2,   1,  -11,  1,  1,  2,  2,   7,   4,   4,   2,   0,   0,  16, 6 24 60 66 90 120 144 210 270 300 330 354 …,         667,         XX
  668,      2²⋅167,         0.50599,  121,  121.360,  119.998,  128.187,  640.374,   699.536,  0.000,   6,  1176,   332,   166,  1007,   0,  2,  3,  -1,  -11,  0,  2,  3,  3,   8,   5,   5,   3,   1,   1,  17, 9 15 51 75 105 159 189 219 279 285 309 315 …,        334, X                                     X
  669,     3⋅223,           0.33782,  121,  121.509,  120.148,  128.341,  640.374,   700.536,  0.000,   4,   896,   444,   222,   896,   1,  2,  2,   1,  -10,  1,  0,  4,  4,   9,   6,   6,   4,   2,   2,  18, 8 22 50 70 82 92 100 128 160 170 190 208 …,          669,  X                                             X
  670,    2⋅5⋅67,           0.71493,  121,  121.657,  120.298,  128.494,  640.374,   701.536,  0.000,   8,  1224,   264,   132,  1224,  -1,  3,  3,  -1,  -11,  0,  1,  0,  5,  10,   7,   7,   5,   3,   3,  19, 39 57 63 69 99 183 207 213 237 249 297 321 …,        670, X X               X
  671,   11⋅61,             0.10730,  121,  121.806,  120.448,  128.648,  640.374,   702.536,  0.000,   4,   744,   600,    60,   744,   1,  2,  2,   1,  -10,  1,  2,  1,  6,   0,   8,   8,   6,   4,   4,  20, 12 30 72 102 150 168 192 210 240 270 282 312 …,      671,     X            X
  672,  2⁵⋅3⋅7,             0.97619,  121,  121.954,  120.598,  128.802,  640.374,   703.536,  0.000,  24,  2016,   192,    24,  1536,   0,  3,  7,  -1,  -10,  0,  0,  2,  0,   1,   9,   9,   7,   5,   5,  21, 11 19 29 55 71 79 85 101 115 125 149 151 …,           42, XX X
  673, 673,                 0.00149,  122,  122.103,  120.747,  128.955,  646.886,   711.047,  6.512,   2,   674,   672,   672,   674,  -1,  1,  1,  -1,  -11,  1,  1,  3,  1,   2,  10,  10,   8,   6,   6,  22, 54 60 66 96 150 186 210 234 264 294 324 336 …,       673,                                                                                                                          X
  674,  2⋅337,              0.50297,  122,  122.251,  120.897,  129.109,  646.886,   705.536,  0.000,   4,  1014,   336,   336,  1013,   1,  2,  2,   1,  -10,  0,  2,  4,  2,   3,  11,  11,   9,   7,   7,  23, 27 87 153 165 183 207 213 255 273 357 417 423 …,     674, X                                                                  X
  675,   3³⋅5²,             0.53333,  122,  122.400,  121.047,  129.262,  646.886,   706.536,  0.000,  12,  1240,   360,   180,  1080,   0,  2,  5,  -1,  -10,  1,  0,  0,  3,   4,  12,  12,  10,   8,   8,  24, 2 16 34 44 58 68 76 82 98 112 134 152 …,              15,  XX
  676,  2²⋅13²,             0.57692,  122,  122.548,  121.197,  129.416,  646.886,   707.536,  0.000,   9,  1281,   312,   156,  1092,   0,  2,  4,   1,  -10,  0,  1,  1,  4,   5,   0,  13,  11,   9,   9,  25, 15 33 57 63 75 135 153 177 243 345 363 393 …,         26, X    X
  677, 677,                 0.00148,  123,  122.697,  121.346,  129.569,  653.404,   715.053,  6.518,   2,   678,   676,   676,   678,  -1,  1,  1,  -1,  -11,  1,  2,  2,  5,   6,   1,  14,  12,  10,  10,  26, 24 84 120 186 210 234 276 294 384 414 420 426 …,     677,                                                                                                                           X
  678,  2⋅3⋅113,            0.84218,  123,  122.845,  121.496,  129.723,  653.404,   709.536,  0.000,   8,  1368,   224,   112,  1368,  -1,  3,  3,  -1,  -12,  0,  0,  3,  6,   7,   2,  15,  13,  11,  11,  27, 5 31 61 65 79 91 109 131 175 179 199 229 …,          678, XX                           X
