# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
π     - the prime counting function π(n), the number of primes less than or equal to n
π~    - an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
R     - the Riemann R function R(n)
Li    - the logarithmic integral Li(n)
θ     - the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
ψ     - the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
Λ     - the von Mangoldt function of n, Λ(n)
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
m*    - the prime residues of n modulo a set of primes
psym  - the symmetric primes at equal offsets around n
rad   - the radical of n, the product of its unique prime factors
mask  - the mask of prime factors (radical) of n, as a string

```csv
    n, fact,                  π,       π~,        R,       Li,        θ,         ψ,      Λ,   τ,     σ,     φ,     λ,    Dψ,   μ,  ω,  Ω,   λ,    M, m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                                rad, mask
  359, 359,                  72,   73.516,   71.757,   78.513,  335.073,   359.226,  5.883,   2,   360,   358,   358,   360,  -1,  1,  1,  -1,   -1,  1,  2,  4,  2,   7,   8,   2,  17,  14,  11,  18, 42 90 102 108 120 132 162 210 …,     359,                                                                        X
  360,  2³⋅3²⋅5,             72,   73.678,   71.921,   78.683,  335.073,   359.226,  0.000,  24,  1170,    96,    12,   864,   0,  3,  6,   1,   -1,  0,  0,  0,  3,   8,   9,   3,  18,  15,  12,  19, 7 13 23 29 49 79 83 89 …,             30, XXX
  361,   19²,                72,   73.841,   72.085,   78.853,  335.073,   362.171,  2.944,   3,   381,   342,   342,   380,   0,  1,  2,   1,   -1,  1,  1,  1,  4,   9,  10,   4,   0,  16,  13,  20, 12 48 78 138 162 180 210 252 …,       19,        X
  362,    2⋅181,             72,   74.004,   72.249,   79.023,  335.073,   362.171,  0.000,   4,   546,   180,   180,   546,   1,  2,  2,   1,    0,  0,  2,  2,  5,  10,  11,   5,   1,  17,  14,  21, 69 81 99 105 129 195 225 231 …,      362, X                                        X
  363,     3⋅11²,            72,   74.166,   72.413,   79.193,  335.073,   362.171,  0.000,   6,   532,   220,   110,   527,   0,  2,  3,  -1,    0,  1,  0,  3,  6,   0,  12,   6,   2,  18,  15,  22, 4 10 16 26 46 56 70 80 …,             33,  X  X
  364,    2²⋅7⋅13,           72,   74.329,   72.577,   79.362,  335.073,   362.171,  0.000,  12,   784,   144,    12,   672,   0,  3,  4,   1,    0,  0,  1,  4,  0,   1,   0,   7,   3,  19,  16,  23, 15 33 57 93 123 135 183 207 …,       182, X  X X
  365,   5⋅73,               72,   74.491,   72.741,   79.532,  335.073,   362.171,  0.000,   4,   444,   288,    72,   444,   1,  2,  2,   1,    1,  1,  2,  0,  1,   2,   1,   8,   4,  20,  17,  24, 18 54 84 96 102 114 126 138 …,       365,   X                 X
  366,  2⋅3⋅61,              72,   74.654,   72.904,   79.701,  335.073,   362.171,  0.000,   8,   744,   120,    60,   744,  -1,  3,  3,  -1,    0,  0,  0,  1,  2,   3,   2,   9,   5,  21,  18,  25, 7 13 17 35 53 55 73 83 …,            366, XX               X
  367, 367,                  73,   74.816,   73.068,   79.871,  340.979,   368.076,  5.905,   2,   368,   366,   366,   368,  -1,  1,  1,  -1,   -1,  1,  1,  2,  3,   4,   3,  10,   6,  22,  19,  26, 30 54 90 96 156 174 204 210 …,       367,                                                                         X
  368,  2⁴⋅23,               73,   74.978,   73.231,   80.040,  340.979,   368.076,  0.000,  10,   744,   176,    44,   576,   0,  2,  5,  -1,   -1,  0,  2,  3,  4,   5,   4,  11,   7,   0,  20,  27, 15 21 51 75 99 111 135 141 …,         46, X       X
  369,   3²⋅41,              73,   75.141,   73.395,   80.209,  340.979,   368.076,  0.000,   6,   546,   240,   120,   503,   0,  2,  3,  -1,   -1,  1,  0,  4,  5,   6,   5,  12,   8,   1,  21,  28, 10 20 32 52 62 88 92 98 …,           123,  X          X
  370,    2⋅5⋅37,            73,   75.303,   73.558,   80.378,  340.979,   368.076,  0.000,   8,   684,   144,    36,   683,  -1,  3,  3,  -1,   -2,  0,  1,  0,  6,   7,   6,  13,   9,   2,  22,  29, 3 39 63 87 93 129 171 177 …,         370, X X        X
  371,   7⋅53,               73,   75.465,   73.722,   80.547,  340.979,   368.076,  0.000,   4,   432,   312,   156,   431,   1,  2,  2,   1,   -1,  1,  2,  1,  0,   8,   7,  14,  10,   3,  23,  30, 12 18 60 78 90 108 120 132 …,        371,    X           X
  372,  2²⋅3⋅31,             73,   75.627,   73.885,   80.716,  340.979,   368.076,  0.000,  12,   896,   120,    30,   768,   0,  3,  4,   1,   -1,  0,  0,  2,  1,   9,   8,  15,  11,   4,  24,   0, 25 59 61 89 91 95 115 131 …,         186, XX        X
  373, 373,                  74,   75.789,   74.048,   80.885,  346.900,   373.998,  5.922,   2,   374,   372,   372,   374,  -1,  1,  1,  -1,   -2,  1,  1,  3,  2,  10,   9,  16,  12,   5,  25,   1, 6 24 36 60 66 90 150 174 …,          373,                                                                          X
  374,  2⋅11⋅17,             74,   75.951,   74.211,   81.054,  346.900,   373.998,  0.000,   8,   648,   160,    80,   647,  -1,  3,  3,  -1,   -3,  0,  2,  4,  3,   0,  10,   0,  13,   6,  26,   2, 15 27 57 93 105 117 135 147 …,       374, X   X X
  375,   3⋅5³,               74,   76.112,   74.374,   81.223,  346.900,   373.998,  0.000,   8,   624,   200,   100,   600,   0,  2,  4,   1,   -3,  1,  0,  0,  4,   1,  11,   1,  14,   7,  27,   3, 8 22 26 44 58 64 68 82 …,             15,  XX
  376,    2³⋅47,             74,   76.274,   74.537,   81.392,  346.900,   373.998,  0.000,   8,   720,   184,    46,   576,   0,  2,  4,   1,   -3,  0,  1,  1,  5,   2,  12,   2,  15,   8,  28,   4, 3 45 63 147 165 195 225 237 …,        94, X             X
  377,   13⋅29,              74,   76.436,   74.700,   81.560,  346.900,   373.998,  0.000,   4,   420,   336,    84,   420,   1,  2,  2,   1,   -2,  1,  2,  2,  6,   3,   0,   3,  16,   9,   0,   5, 24 66 84 114 126 144 180 186 …,      377,      X   X
  378,  2⋅3³⋅7,              74,   76.597,   74.863,   81.729,  346.900,   373.998,  0.000,  16,   960,   108,    18,   864,   0,  3,  5,  -1,   -2,  0,  0,  3,  0,   4,   1,   4,  17,  10,   1,   6, 5 11 19 31 41 61 65 71 …,             42, XX X
  379, 379,                  75,   76.759,   75.026,   81.897,  352.838,   379.935,  5.938,   2,   380,   378,   378,   380,  -1,  1,  1,  -1,   -3,  1,  1,  4,  1,   5,   2,   5,  18,  11,   2,   7, 30 42 108 168 198 222 228 240 …,     379,                                                                           X
  380,  2²⋅5⋅19,             75,   76.920,   75.189,   82.066,  352.838,   379.935,  0.000,  12,   840,   144,    36,   719,   0,  3,  4,   1,   -3,  0,  2,  0,  2,   6,   3,   6,   0,  12,   3,   8, 21 63 69 87 99 111 123 129 …,        190, X X    X
  381,   3⋅127,              75,   77.082,   75.351,   82.234,  352.838,   379.935,  0.000,   4,   512,   252,   126,   512,   1,  2,  2,   1,   -2,  1,  0,  1,  3,   7,   4,   7,   1,  13,   4,   9, 2 8 28 50 68 98 110 118 …,           381,  X                            X
  382,  2⋅191,               75,   77.243,   75.514,   82.402,  352.838,   379.935,  0.000,   4,   576,   190,   190,   575,   1,  2,  2,   1,   -1,  0,  1,  2,  4,   8,   5,   8,   2,  14,   5,  10, 15 51 75 105 141 159 189 219 …,      382, X                                         X
  383, 383,                  76,   77.404,   75.677,   82.570,  358.786,   385.883,  5.948,   2,   384,   382,   382,   383,  -1,  1,  1,  -1,   -2,  1,  2,  3,  5,   9,   6,   9,   3,  15,   6,  11, 36 66 120 126 186 204 210 216 …,     383,                                                                            X
  384,  2⁷⋅3,                76,   77.566,   75.839,   82.738,  358.786,   385.883,  0.000,  16,  1020,   128,    32,   768,   0,  2,  8,   1,   -2,  0,  0,  4,  6,  10,   7,  10,   4,  16,   7,  12, 5 17 25 35 37 47 73 77 …,              6, XX
  385,   5⋅7⋅11,             76,   77.727,   76.001,   82.906,  358.786,   385.883,  0.000,   8,   576,   240,    60,   575,  -1,  3,  3,  -1,   -3,  1,  1,  0,  0,   0,   8,  11,   5,  17,   8,  13, 12 36 48 54 72 78 102 114 …,         385,   XXX
  386,    2⋅193,             76,   77.888,   76.164,   83.074,  358.786,   385.883,  0.000,   4,   582,   192,   192,   582,   1,  2,  2,   1,   -2,  0,  2,  1,  1,   1,   9,  12,   6,  18,   9,  14, 3 33 75 93 105 117 123 135 …,        386, X                                          X
  387,   3²⋅43,              76,   78.049,   76.326,   83.242,  358.786,   385.883,  0.000,   6,   572,   252,    42,   528,   0,  2,  3,  -1,   -2,  1,  0,  2,  2,   2,  10,  13,   7,  19,  10,  15, 14 34 56 70 74 76 80 104 …,          129,  X           X
  388,  2²⋅97,               76,   78.210,   76.488,   83.410,  358.786,   385.883,  0.000,   6,   686,   192,    96,   588,   0,  2,  3,  -1,   -2,  0,  1,  3,  3,   3,  11,  14,   8,  20,  11,  16, 9 21 51 75 111 159 189 225 …,        194, X                       X
  389, 389,                  77,   78.371,   76.651,   83.578,  364.749,   391.847,  5.964,   2,   390,   388,   388,   389,  -1,  1,  1,  -1,   -3,  1,  2,  4,  4,   4,  12,  15,   9,  21,  12,  17, 30 42 72 78 120 132 198 210 …,       389,                                                                             X
  390,  2⋅3⋅5⋅13,            77,   78.532,   76.813,   83.745,  364.749,   391.847,  0.000,  16,  1008,    96,    12,  1007,   1,  4,  4,   1,   -2,  0,  0,  0,  5,   5,   0,  16,  10,  22,  13,  18, 7 11 31 41 43 53 59 73 …,            390, XXX  X
  391,   17⋅23,              77,   78.692,   76.975,   83.913,  364.749,   391.847,  0.000,   4,   432,   352,   176,   431,   1,  2,  2,   1,   -1,  1,  1,  1,  6,   6,   1,   0,  11,   0,  14,  19, 18 42 108 150 180 210 228 240 …,     391,       X X
  392,    2³⋅7²,             77,   78.853,   77.137,   84.080,  364.749,   391.847,  0.000,  12,   855,   168,    42,   672,   0,  2,  5,  -1,   -1,  0,  2,  2,  0,   7,   2,   1,  12,   1,  15,  20, 9 39 75 99 111 129 165 195 …,         14, X  X
  393,     3⋅131,            77,   79.014,   77.299,   84.248,  364.749,   391.847,  0.000,   4,   528,   260,   130,   527,   1,  2,  2,   1,    0,  1,  0,  3,  1,   8,   3,   2,  13,   2,  16,  21, 4 26 40 46 56 86 110 116 …,          393,  X                             X
  394,    2⋅197,             77,   79.174,   77.461,   84.415,  364.749,   391.847,  0.000,   4,   594,   196,   196,   593,   1,  2,  2,   1,    1,  0,  1,  4,  2,   9,   4,   3,  14,   3,  17,  22, 15 27 45 63 153 183 213 237 …,       394, X                                           X
  395,   5⋅79,               77,   79.335,   77.622,   84.582,  364.749,   391.847,  0.000,   4,   480,   312,   156,   480,   1,  2,  2,   1,    2,  1,  2,  0,  3,  10,   5,   4,  15,   4,  18,  23, 6 36 48 84 114 126 162 168 …,        395,   X                  X
  396,  2²⋅3²⋅11,            77,   79.495,   77.784,   84.750,  364.749,   391.847,  0.000,  18,  1092,   120,    30,   863,   0,  3,  5,  -1,    2,  0,  0,  1,  4,   0,   6,   5,  16,   5,  19,  24, 13 23 37 43 47 65 83 103 …,           66, XX  X
  397, 397,                  78,   79.656,   77.946,   84.917,  370.733,   397.831,  5.984,   2,   398,   396,   396,   398,  -1,  1,  1,  -1,    1,  1,  1,  2,  5,   1,   7,   6,  17,   6,  20,  25, 24 60 66 90 126 174 204 216 …,       397,                                                                              X
  398,  2⋅199,               78,   79.816,   78.107,   85.084,  370.733,   397.831,  0.000,   4,   600,   198,   198,   600,   1,  2,  2,   1,    2,  0,  2,  3,  6,   2,   8,   7,  18,   7,  21,  26, 45 51 81 105 159 165 171 201 …,      398, X                                            X
  399,   3⋅7⋅19,             78,   79.977,   78.269,   85.251,  370.733,   397.831,  0.000,   8,   640,   216,    18,   640,  -1,  3,  3,  -1,    1,  1,  0,  4,  0,   3,   9,   8,   0,   8,  22,  27, 2 10 20 32 40 50 62 68 …,            399,  X X   X
  400,  2⁴⋅5²,               78,   80.137,   78.430,   85.418,  370.733,   397.831,  0.000,  15,   961,   160,    20,   719,   0,  2,  6,   1,    1,  0,  1,  0,  1,   4,  10,   9,   1,   9,  23,  28, 21 33 63 87 123 171 177 201 …,        10, X X
  401, 401,                  79,   80.297,   78.592,   85.585,  376.727,   403.825,  5.994,   2,   402,   400,   400,   402,  -1,  1,  1,  -1,    0,  1,  2,  1,  2,   5,  11,  10,   2,  10,  24,  29, 18 42 48 90 108 120 162 168 …,       401,                                                                               X
  402,  2⋅3⋅67,              79,   80.457,   78.753,   85.752,  376.727,   403.825,  0.000,   8,   816,   132,    66,   816,  -1,  3,  3,  -1,   -1,  0,  0,  2,  3,   6,  12,  11,   3,  11,  25,  30, 19 29 55 65 85 89 119 121 …,         402, XX                X
  403,   13⋅31,              79,   80.617,   78.915,   85.918,  376.727,   403.825,  0.000,   4,   448,   360,    60,   447,   1,  2,  2,   1,    0,  1,  1,  3,  4,   7,   0,  12,   4,  12,  26,   0, 6 30 36 54 96 120 174 204 …,         403,      X    X
  404,    2²⋅101,            79,   80.777,   79.076,   86.085,  376.727,   403.825,  0.000,   6,   714,   200,   100,   612,   0,  2,  3,  -1,    0,  0,  2,  4,  5,   8,   1,  13,   5,  13,  27,   1, 15 45 57 87 153 165 213 237 …,       202, X                        X
  405,     3⁴⋅5,             79,   80.937,   79.237,   86.252,  376.727,   403.825,  0.000,  10,   726,   216,   108,   648,   0,  2,  5,  -1,    0,  1,  0,  0,  6,   9,   2,  14,   6,  14,  28,   2, 4 16 26 38 52 56 58 74 …,             15,  XX
  406,    2⋅7⋅29,            79,   81.097,   79.398,   86.418,  376.727,   403.825,  0.000,   8,   720,   168,    84,   720,  -1,  3,  3,  -1,   -1,  0,  1,  1,  0,  10,   3,  15,   7,  15,   0,   3, 27 33 57 93 135 165 195 207 …,       406, X  X     X
  407,   11⋅37,              79,   81.257,   79.559,   86.585,  376.727,   403.825,  0.000,   4,   456,   360,   180,   456,   1,  2,  2,   1,    0,  1,  2,  2,  1,   0,   4,  16,   8,  16,   1,   4, 24 54 60 96 114 150 156 180 …,       407,     X      X
  408,  2³⋅3⋅17,             79,   81.417,   79.720,   86.751,  376.727,   403.825,  0.000,  16,  1080,   128,    16,   864,   0,  3,  5,  -1,    0,  0,  0,  3,  2,   1,   5,   0,   9,  17,   2,   5, 11 25 35 41 49 55 59 71 …,           102, XX    X
  409, 409,                  80,   81.576,   79.881,   86.917,  382.741,   409.839,  6.014,   2,   410,   408,   408,   410,  -1,  1,  1,  -1,   -1,  1,  1,  4,  3,   2,   6,   1,  10,  18,   3,   6, 12 30 78 132 138 168 198 210 …,      409,                                                                                X
  410,  2⋅5⋅41,              80,   81.736,   80.042,   87.083,  382.741,   409.839,  0.000,   8,   756,   160,    40,   756,  -1,  3,  3,  -1,   -2,  0,  2,  0,  4,   3,   7,   2,  11,  19,   4,   7, 9 21 51 57 93 99 147 153 …,          410, X X         X
  411,   3⋅137,              80,   81.895,   80.203,   87.250,  382.741,   409.839,  0.000,   4,   552,   272,   136,   552,   1,  2,  2,   1,   -1,  1,  0,  1,  5,   4,   8,   3,  12,  20,   5,   8, 10 22 28 32 38 52 80 98 …,           411,  X                              X
  412,    2²⋅103,            80,   82.055,   80.364,   87.416,  382.741,   409.839,  0.000,   6,   728,   204,   102,   624,   0,  2,  3,  -1,   -1,  0,  1,  2,  6,   5,   9,   4,  13,  21,   6,   9, 45 75 129 135 189 201 219 231 …,     206, X                         X
  413,     7⋅59,             80,   82.214,   80.525,   87.582,  382.741,   409.839,  0.000,   4,   480,   348,   174,   479,   1,  2,  2,   1,    0,  1,  2,  3,  0,   6,  10,   5,  14,  22,   7,  10, 30 54 66 96 144 150 156 174 …,       413,    X            X
  414,      2⋅3²⋅23,         80,   82.374,   80.685,   87.748,  382.741,   409.839,  0.000,  12,   936,   132,    66,   864,   0,  3,  4,   1,    0,  0,  0,  4,  1,   7,  11,   6,  15,   0,   8,  11, 5 17 25 35 47 65 77 107 …,           138, XX      X
  415,     5⋅83,             80,   82.533,   80.846,   87.914,  382.741,   409.839,  0.000,   4,   504,   328,   164,   504,   1,  2,  2,   1,    1,  1,  1,  0,  2,   8,  12,   7,  16,   1,   9,  12, 6 18 42 48 84 108 132 186 …,         415,   X                   X
  416,    2⁵⋅13,             80,   82.693,   81.007,   88.080,  382.741,   409.839,  0.000,  12,   882,   192,    24,   672,   0,  2,  6,   1,    1,  0,  2,  1,  3,   9,   0,   8,  17,   2,  10,  13, 15 27 33 63 105 147 153 177 …,        26, X    X
  417,   3⋅139,              80,   82.852,   81.167,   88.245,  382.741,   409.839,  0.000,   4,   560,   276,   138,   560,   1,  2,  2,   1,    2,  1,  0,  2,  4,  10,   1,   9,  18,   3,  11,  14, 16 44 50 70 86 104 106 124 …,        417,  X                               X
  418,  2⋅11⋅19,             80,   83.011,   81.328,   88.411,  382.741,   409.839,  0.000,   8,   720,   180,    90,   720,  -1,  3,  3,  -1,    1,  0,  1,  3,  5,   0,   2,  10,   0,   4,  12,  15, 21 39 45 69 81 105 189 195 …,        418, X   X  X
  419, 419,                  81,   83.170,   81.488,   88.577,  388.779,   415.876,  6.038,   2,   420,   418,   418,   420,  -1,  1,  1,  -1,    0,  1,  2,  4,  6,   1,   3,  11,   1,   5,  13,  16, 30 60 72 102 138 150 168 180 …,      419,                                                                                 X
  420,  2²⋅3⋅5⋅7,            81,   83.329,   81.648,   88.742,  388.779,   415.876,  0.000,  24,  1344,    96,    12,  1151,   0,  4,  5,  -1,    0,  0,  0,  0,  0,   2,   4,  12,   2,   6,  14,  17, 1 11 19 23 37 41 47 67 …,            210, XXXX
  421, 421,                  82,   83.488,   81.809,   88.908,  394.821,   421.919,  6.043,   2,   422,   420,   420,   422,  -1,  1,  1,  -1,   -1,  1,  1,  1,  1,   3,   5,  13,   3,   7,  15,  18, 12 42 150 180 192 198 210 222 …,     421,                                                                                  X
  422,  2⋅211,               82,   83.647,   81.969,   89.073,  394.821,   421.919,  0.000,   4,   636,   210,   210,   635,   1,  2,  2,   1,    0,  0,  2,  2,  2,   4,   6,  14,   4,   8,  16,  19, 21 39 69 141 165 171 195 225 …,      422, X                                             X
  423,   3²⋅47,              82,   83.806,   82.129,   89.239,  394.821,   421.919,  0.000,   6,   624,   276,   138,   575,   0,  2,  3,  -1,    0,  1,  0,  3,  3,   5,   7,  15,   5,   9,  17,  20, 26 34 40 44 56 64 76 86 …,           141,  X            X
  424,    2³⋅53,             82,   83.965,   82.289,   89.404,  394.821,   421.919,  0.000,   8,   810,   208,    52,   648,   0,  2,  4,   1,    0,  0,  1,  4,  4,   6,   8,  16,   6,  10,  18,  21, 15 75 117 147 153 183 195 267 …,     106, X              X
  425,     5²⋅17,            82,   84.124,   82.449,   89.569,  394.821,   421.919,  0.000,   6,   558,   320,    80,   540,   0,  2,  3,  -1,    0,  1,  2,  0,  5,   7,   9,   0,   7,  11,  19,  22, 6 24 36 42 66 78 132 144 …,           85,   X   X
  426,      2⋅3⋅71,          82,   84.282,   82.609,   89.735,  394.821,   421.919,  0.000,   8,   864,   140,    70,   864,  -1,  3,  3,  -1,   -1,  0,  0,  1,  6,   8,  10,   1,   8,  12,  20,  23, 5 7 17 37 53 73 77 95 …,             426, XX                 X
  427,     7⋅61,             82,   84.441,   82.769,   89.900,  394.821,   421.919,  0.000,   4,   496,   360,    60,   496,   1,  2,  2,   1,    0,  1,  1,  2,  0,   9,  11,   2,   9,  13,  21,  24, 6 30 60 96 114 120 144 150 …,        427,    X             X
